A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F066_EVS5,F034,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,G027A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,V097EF,W005_EVS5,X047E_EVS5
1,2,2,3,1,3,2,2,7,9,1,1,2,5,2,5,1,5,2,3,3,4,1,2,1,2,2,2,3,3,4,3,3,1,3,1,4,2,1,2,2,2,3,2,3,7,8,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,2,2,8,4,2,4,1,20808,3,1,10,1,1,10,10,1,5,10,10,2,1,1,4,4,4,3,1,4,4,2,4,5,1,4,1,5,1,1,10,4,8,10,8,5,10,1,3,2,3,1,1,1,1,1,2,3,3,2,1984,33,1,6,1,1,3,7,3,7,3,3,2,3,2,1,3,2,33,6,12,8
1,1,1,3,3,3,1,1,10,2,2,3,2,4,2,4,4,5,4,1,2,1,1,2,1,2,2,3,3,3,3,3,3,3,1,1,2,2,3,3,3,3,1,2,2,1,1,1,1,1,3,3,3,3,3,3,2,1,1,2,3,3,2,2,2,6,4,3,4,2,20807,5,1,10,8,1,5,10,2,2,10,4,1,1,1,4,2,2,2,2,3,3,9,8,6,1,2,1,1,1,1,10,4,10,10,10,10,1,1,5,1,2,2,2,2,1,1,1,3,4,2,1938,79,1,5,1,1,1,3,2,0,0,0,0,3,2,4,0,2,41,6,0,2
1,2,2,2,1,2,1,1,10,8,1,2,2,4,2,4,1,4,4,4,1,2,1,2,1,2,2,1,3,2,3,3,3,1,3,1,4,2,3,3,2,1,1,1,1,9,7,5,4,7,2,2,3,3,2,1,2,1,1,1,2,1,3,3,2,9,1,3,4,3,20807,4,0,8,8,6,6,9,7,3,10,9,1,1,1,3,2,3,2,2,4,4,2,6,5,1,7,2,1,1,1,8,5,9,9,8,1,7,2,1,1,4,2,3,1,2,1,1,4,3,2,1947,70,1,1,1,2,2,1,1,3,2,1,1,1,1,4,4,2,81,6,24,6
2,2,1,3,3,4,2,3,8,8,1,1,2,5,2,5,3,5,3,4,2,2,1,2,1,2,2,2,3,4,4,4,4,3,4,4,2,3,1,2,2,1,2,1,1,3,8,6,3,1,4,3,4,3,3,4,4,3,3,4,4,3,4,3,3,5,2,2,4,1,20801,10,1,10,10,1,10,10,10,1,10,10,1,1,1,4,2,4,3,1,3,4,0,7,7,2,1,1,1,8,1,4,7,10,10,7,1,7,1,1,2,4,3,3,2,2,2,2,4,2,1,1951,66,1,3,1,2,1,3,2,0,0,2,1,3,2,4,0,0,11,3,0,2
1,1,2,3,2,2,1,2,8,8,1,2,2,5,2,5,1,5,1,3,2,1,1,1,1,2,1,1,3,3,4,4,4,3,4,1,2,2,3,3,2,1,2,2,1,4,7,7,5,2,2,3,4,4,1,3,3,2,2,3,3,2,3,1,1,4,4,4,4,1,20802,10,1,10,10,2,8,10,8,4,10,8,1,1,2,3,3,2,3,1,2,4,2,3,1,1,8,1,8,2,1,10,1,7,7,8,2,3,1,1,2,3,3,1,3,3,2,3,4,4,2,1985,32,1,1,1,1,3,5,3,6,3,3,2,3,2,1,1,2,52,10,26,8
1,1,2,3,1,3,2,1,10,10,1,1,2,5,1,1,2,2,2,1,1,1,1,1,1,2,3,2,2,4,4,2,4,1,3,1,4,2,3,3,3,2,3,2,3,3,10,4,1,2,2,2,3,3,2,3,3,3,3,3,3,2,2,2,3,5,2,2,3,2,20807,3,2,8,1,10,10,10,2,1,10,7,1,1,2,3,2,2,3,1,3,4,2,3,7,1,4,1,1,1,1,5,4,7,10,10,1,10,1,4,1,3,2,3,1,1,1,3,4,4,1,1978,39,1,1,1,2,4,3,2,6,3,3,2,2,1,3,1,0,11,6,22,8
1,1,1,2,2,3,1,2,9,10,1,1,2,5,2,4,1,3,4,1,1,3,1,1,1,1,1,2,4,4,4,4,4,3,4,2,4,3,1,1,1,1,1,2,3,4,4,6,4,4,3,2,3,2,1,2,2,2,2,2,3,2,2,1,1,8,3,2,4,1,20801,6,1,10,8,1,10,10,8,6,10,10,1,1,1,4,4,4,1,1,4,4,0,7,1,1,7,1,3,3,1,10,3,10,10,10,3,7,1,1,2,4,2,1,2,2,1,2,4,4,1,1968,49,1,1,1,4,3,6,3,5,3,1,1,1,1,1,1,1,26,7,33,8
2,1,3,3,4,2,3,3,5,3,2,1,2,4,1,2,4,1,3,4,1,2,1,3,1,3,3,2,1,2,3,3,3,3,2,1,2,2,2,1,2,3,3,3,3,5,5,2,5,5,2,1,1,3,4,3,3,3,3,4,3,3,2,3,2,5,3,2,4,2,20802,2,5,8,6,9,8,10,10,9,9,10,2,2,1,4,3,4,4,1,2,4,2,7,3,1,4,1,1,1,1,5,5,5,9,10,3,1,1,8,1,2,2,2,1,2,2,1,4,4,2,1953,64,1,3,1,2,1,3,2,0,0,1,1,1,1,4,0,1,41,10,0,2
1,3,3,1,1,1,3,3,6,10,1,1,2,5,2,5,5,1,3,1,1,4,1,2,1,2,1,1,1,2,1,3,1,1,3,3,4,2,3,1,2,2,1,3,3,7,10,1,5,1,2,1,2,3,1,1,1,2,2,1,1,2,2,2,1,7,2,1,2,2,20809,10,9,10,10,8,9,10,10,8,10,10,1,1,1,0,1,3,2,1,0,4,5,8,1,1,10,1,1,1,1,1,1,5,5,10,1,1,1,1,1,2,3,3,2,3,1,1,1,1,2,1977,40,2,3,1,5,5,1,1,0,0,0,1,0,1,7,0,0,0,9,0,2
1,1,1,2,2,2,1,2,10,10,1,1,2,5,2,5,1,5,4,1,2,1,1,1,1,2,1,1,3,4,4,4,4,3,1,4,1,2,2,2,1,1,2,2,2,5,5,5,6,5,1,2,2,2,2,2,2,3,3,3,3,2,2,2,3,7,4,3,4,1,20801,6,10,10,7,1,10,10,5,7,10,10,1,1,1,4,3,3,2,2,3,4,2,4,7,1,6,1,1,1,1,10,5,10,10,10,10,10,1,1,1,4,2,2,2,2,2,2,3,4,2,1948,69,1,1,1,2,2,6,3,3,2,2,1,1,1,2,4,1,22,8,74,8
1,1,1,3,1,3,1,1,10,10,2,2,2,5,2,5,1,5,1,1,1,2,1,2,1,1,1,1,1,4,4,4,4,1,2,1,4,2,3,1,3,1,3,3,3,5,1,3,5,2,1,1,3,2,1,2,2,2,2,2,3,2,2,1,2,7,4,4,4,1,20807,8,1,9,10,1,10,10,8,9,10,10,1,1,1,4,2,4,1,1,4,4,2,4,7,2,1,1,1,1,1,10,10,10,10,10,1,10,1,3,1,5,1,2,1,1,1,1,4,4,2,1996,21,1,6,2,0,2,3,2,0,0,3,2,2,1,2,0,3,52,6,0,1
1,2,2,3,1,4,1,2,9,7,1,1,2,5,2,4,1,5,5,2,3,4,1,1,1,3,2,2,2,4,4,4,4,3,1,4,2,3,3,1,4,1,1,1,2,7,7,3,3,2,3,2,4,2,1,3,2,2,2,3,3,3,3,2,2,7,4,2,4,1,20806,4,1,10,5,2,10,10,1,8,10,7,2,2,1,4,4,3,2,2,3,4,2,8,7,3,1,1,3,3,1,10,5,8,10,5,1,10,1,4,2,3,2,2,1,1,1,2,3,3,1,1990,27,1,6,1,0,2,2,1,3,2,5,3,6,3,1,1,2,33,3,53,8
1,2,2,3,2,3,2,4,6,6,2,1,1,1,1,1,1,3,4,1,1,1,1,2,1,2,2,2,4,4,4,3,4,3,2,1,2,2,2,3,3,1,2,3,2,5,6,7,6,7,2,2,4,3,1,2,3,3,3,3,0,2,2,1,3,7,2,2,2,2,20807,6,7,6,3,7,7,10,6,6,9,7,1,1,1,2,2,3,2,1,1,4,2,4,6,1,5,7,1,1,1,10,3,10,10,10,6,1,1,5,1,3,3,3,2,2,1,2,3,3,2,1983,34,1,1,2,2,6,3,2,3,2,3,2,7,3,1,1,2,53,10,71,0
1,1,1,3,4,4,1,2,10,5,2,2,2,4,1,1,2,4,4,1,1,2,1,1,1,2,2,3,3,3,3,3,3,1,3,1,4,2,3,1,4,3,2,3,2,7,7,4,3,4,2,3,3,2,1,3,2,3,3,3,3,2,3,2,3,7,3,3,3,2,20801,7,2,8,6,4,8,9,8,7,9,8,1,1,1,3,3,3,2,1,2,4,2,4,7,2,1,1,1,1,1,4,1,7,9,7,1,2,0,2,2,2,2,3,1,1,1,1,3,4,2,1945,72,1,1,1,1,2,3,2,5,3,1,1,5,3,4,4,2,24,3,52,5
1,2,2,3,2,3,2,3,7,6,2,2,2,4,2,4,4,3,4,2,2,2,1,2,2,3,3,2,3,4,3,3,3,1,2,1,4,2,3,1,2,1,1,2,1,6,5,2,2,2,2,3,3,2,1,2,2,3,3,2,2,3,3,1,2,8,2,4,4,1,20801,7,4,8,7,1,8,10,3,8,10,10,1,1,1,4,3,3,2,1,3,3,2,7,6,1,4,1,2,1,1,6,2,6,6,8,1,1,1,1,1,3,1,2,1,1,1,2,3,4,1,1970,47,1,1,1,1,3,3,2,6,3,3,2,3,2,1,1,2,83,1,96,7
1,1,1,2,1,4,2,3,8,8,1,1,2,5,1,1,4,4,4,1,1,4,1,1,1,2,2,2,3,4,4,0,4,3,1,4,1,2,1,1,1,1,2,3,3,6,9,5,1,1,2,2,3,3,1,3,2,3,3,3,3,3,2,2,2,7,4,4,4,1,20805,10,1,10,10,1,10,10,2,1,10,8,1,1,1,4,2,4,2,1,4,3,2,7,7,2,2,1,1,1,1,10,7,10,10,10,1,10,1,6,1,3,2,3,1,1,1,1,1,1,1,1963,54,1,6,1,0,2,3,2,2,1,3,2,1,1,1,1,2,83,5,51,8
1,2,1,3,1,3,1,1,8,10,1,1,2,5,2,4,1,4,1,2,3,4,1,1,1,2,2,2,3,4,4,4,4,3,1,1,4,2,3,1,3,2,2,3,3,8,10,1,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,7,4,3,4,1,20807,9,1,10,8,1,10,10,1,5,10,8,1,1,1,4,3,4,2,1,3,4,2,4,7,1,1,1,3,3,1,10,10,10,10,10,4,8,1,5,2,3,3,4,2,3,2,2,4,4,1,1974,43,1,6,1,2,4,5,3,6,3,3,2,3,2,1,1,2,14,7,22,10
2,2,3,1,1,2,3,2,7,7,1,1,2,5,2,5,1,4,2,2,2,2,2,1,2,2,2,2,3,4,4,4,4,3,4,1,2,2,3,1,1,1,1,1,1,5,5,5,5,2,4,2,2,3,1,1,1,1,1,2,2,3,2,1,2,9,4,3,4,1,20802,0,0,10,0,0,10,10,0,6,9,9,1,1,1,4,3,3,1,1,3,4,9,8,7,3,1,1,2,1,1,10,9,10,10,10,1,10,1,2,4,4,3,1,3,3,3,2,4,3,1,1980,37,1,1,1,3,5,6,3,7,3,7,3,6,3,1,1,2,12,6,24,10
1,1,1,3,1,3,1,1,1,10,1,1,2,5,2,5,3,3,2,4,3,3,1,1,1,2,1,1,4,4,4,1,4,1,1,2,1,2,1,1,3,1,3,3,3,4,3,3,4,3,3,2,3,3,2,2,2,1,1,1,3,3,3,2,2,9,4,4,4,1,0,3,3,9,9,1,9,9,9,9,10,6,4,4,4,4,4,4,4,4,4,4,0,7,1,1,1,1,1,1,1,5,1,4,4,5,2,2,1,1,0,3,2,2,1,1,1,1,2,4,1,1987,30,2,6,1,0,1,6,3,6,3,6,3,6,3,1,1,2,25,4,0,9
1,1,1,3,1,3,3,3,1,3,1,1,1,2,1,1,3,4,5,2,1,2,1,1,2,1,1,1,1,2,4,2,2,4,3,1,2,2,3,1,3,2,3,2,3,8,5,2,3,4,1,1,2,2,1,1,3,2,2,2,3,2,1,1,1,8,4,4,4,1,20801,2,1,10,8,1,2,10,1,9,10,10,1,2,1,4,4,3,1,1,4,4,2,4,4,1,6,1,1,1,1,8,7,7,10,10,1,4,1,6,1,2,2,4,1,3,1,1,4,3,1,1941,76,1,6,1,2,1,3,2,0,0,1,1,3,2,4,0,2,43,7,0,1
1,3,2,2,1,3,2,1,10,8,1,1,2,5,1,1,4,4,5,2,2,2,2,2,1,2,2,2,4,4,4,4,4,1,3,1,4,2,3,3,2,2,2,2,2,5,8,2,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,9,3,2,4,1,20807,1,1,10,9,1,2,10,1,2,10,9,1,1,1,4,3,4,1,2,3,4,2,7,7,1,1,1,1,1,1,10,1,9,10,9,1,1,1,1,1,2,1,1,3,2,1,1,4,4,1,1951,66,1,1,1,1,2,3,2,5,3,1,1,1,1,4,4,2,21,7,33,5
1,2,2,1,1,3,1,2,7,7,2,1,2,4,1,1,5,4,2,1,1,2,1,1,2,2,4,2,2,2,3,2,3,1,4,1,4,2,3,2,2,1,1,3,3,4,5,3,4,3,2,2,3,2,2,4,3,3,3,3,3,2,2,3,2,1,4,2,4,2,20806,7,5,5,5,3,4,8,4,5,8,8,1,1,1,3,2,3,2,2,3,4,2,8,7,1,5,1,2,1,1,4,8,4,4,10,3,8,1,10,2,1,2,2,1,2,2,2,4,1,1,1976,41,1,1,1,1,3,3,2,6,3,3,2,3,2,1,1,2,72,6,13,8
1,1,2,2,1,3,2,1,9,8,1,1,2,5,2,4,1,4,4,2,2,2,1,1,1,1,1,1,2,4,4,4,4,3,4,4,1,2,3,1,2,2,2,2,3,7,6,5,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,9,4,2,4,1,20807,2,8,10,2,1,9,10,2,8,10,10,1,1,1,4,3,3,2,1,3,4,2,6,5,1,3,1,2,1,1,10,2,10,10,8,8,9,1,1,2,3,2,3,2,2,2,2,3,4,2,1962,55,2,1,1,3,4,7,3,7,3,5,3,7,3,1,1,1,22,1,22,10
1,1,2,2,1,3,1,3,6,7,2,1,2,4,3,3,1,1,2,1,1,2,1,2,1,2,2,1,1,3,3,3,2,4,1,4,1,2,3,2,2,3,3,3,3,7,2,1,1,3,3,1,2,3,1,3,2,4,4,4,4,3,1,2,1,9,3,3,4,1,20807,4,1,10,8,6,3,10,3,3,10,10,1,2,2,4,3,4,3,1,4,4,2,4,7,1,7,1,1,1,1,5,1,10,3,10,1,3,1,1,1,3,1,1,1,1,1,2,4,4,1,1937,82,2,5,1,2,1,7,3,0,0,2,1,2,1,4,0,0,21,8,0,4
1,2,2,3,1,3,1,2,9,9,1,1,2,5,1,2,4,3,4,1,1,4,1,1,1,2,2,2,2,3,3,3,4,1,3,1,4,2,1,2,2,1,3,3,3,8,6,5,1,3,2,1,3,2,1,2,2,2,2,2,2,2,3,2,2,7,4,3,4,1,20807,7,6,10,10,5,10,10,8,2,10,9,1,1,1,3,2,3,2,1,2,4,2,4,6,1,4,1,1,1,1,8,4,8,9,7,1,3,1,5,1,3,2,2,2,1,2,2,4,4,2,1953,64,1,1,1,2,2,6,3,3,2,2,1,6,3,4,1,2,22,6,33,9
1,2,3,3,1,4,1,1,9,9,1,1,2,4,1,2,3,3,4,4,3,1,1,1,1,2,2,2,3,4,4,3,4,1,3,1,4,2,3,1,3,1,3,1,1,7,8,4,3,2,3,2,4,1,2,3,2,4,4,3,3,2,2,1,2,8,4,3,4,2,20807,7,1,10,7,1,10,10,6,2,10,10,1,1,1,3,4,3,3,4,3,4,2,7,7,2,1,1,1,3,1,10,8,10,10,7,8,5,1,2,2,1,3,4,2,2,1,1,3,3,1,1952,65,1,1,1,3,2,7,3,5,3,1,1,3,2,1,1,1,22,7,41,10
1,2,2,3,2,3,2,2,7,7,1,1,2,4,3,3,4,4,3,2,2,2,1,1,1,2,1,1,2,3,3,3,3,1,3,1,4,2,3,3,3,2,2,2,3,5,7,5,7,3,2,2,3,3,2,2,2,3,3,3,3,2,3,2,2,7,3,2,3,1,20811,7,3,7,6,2,6,10,5,7,10,9,3,3,1,3,2,3,2,2,3,3,2,7,6,2,2,2,1,1,2,10,5,5,7,7,3,2,1,2,2,3,2,3,2,2,2,2,2,2,1,1962,55,1,1,1,3,2,6,3,6,3,1,1,3,2,1,1,2,24,6,23,9
1,2,3,2,2,3,1,2,8,9,1,2,2,5,1,2,1,1,3,2,2,5,1,1,2,2,2,2,1,4,4,3,4,1,2,3,4,2,3,1,2,1,2,1,2,3,3,7,5,7,2,3,3,2,2,3,3,2,2,2,2,3,3,1,2,7,3,3,4,1,20801,10,5,8,10,1,8,10,8,2,10,6,1,1,1,3,1,3,2,2,2,3,2,4,6,1,3,1,1,1,1,10,2,7,6,9,1,2,1,5,1,2,3,4,1,2,2,1,2,3,2,1975,42,1,1,1,2,4,5,3,6,3,3,2,5,3,1,1,1,53,5,54,9
2,1,1,3,2,1,1,2,10,7,1,1,2,4,2,4,1,4,4,3,2,2,1,1,1,1,1,1,3,4,4,3,4,1,3,1,4,2,1,1,1,1,1,1,1,5,5,7,5,5,2,2,2,1,1,2,2,2,2,2,3,2,2,1,3,9,4,3,4,1,20801,8,0,10,7,0,10,10,7,1,10,9,1,1,1,3,2,4,2,1,4,4,2,1,7,1,7,3,1,2,1,10,1,10,10,4,8,10,1,1,1,3,1,2,1,2,1,2,4,4,2,1941,76,1,3,1,1,1,6,3,0,0,3,2,3,2,4,0,1,23,4,0,4
1,2,2,2,1,3,2,1,9,9,1,1,2,4,3,3,1,4,4,2,3,2,1,2,1,2,2,2,3,2,4,4,2,2,1,1,4,2,3,1,2,1,3,3,3,7,5,4,7,3,2,2,4,2,2,2,3,3,3,3,3,2,2,3,2,6,3,3,4,2,20807,8,4,8,8,7,9,10,8,8,10,7,1,1,1,3,1,3,3,2,2,3,2,4,5,2,3,1,1,1,1,8,5,4,7,10,6,3,1,5,1,4,1,2,1,1,1,2,3,3,2,1971,46,1,1,1,5,5,5,3,3,2,2,1,6,3,1,1,2,52,4,93,10
1,1,2,3,3,4,1,2,10,8,1,1,3,3,3,3,4,4,3,2,1,2,1,1,1,1,2,1,3,3,3,3,3,3,4,1,4,2,2,2,2,2,2,2,2,4,5,5,1,5,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,9,4,3,4,1,20801,10,1,10,5,5,1,10,5,5,10,9,1,1,1,4,3,4,2,2,2,3,2,8,7,3,1,1,1,1,1,5,1,9,9,5,1,1,1,2,1,2,1,1,2,2,1,2,3,3,1,1937,82,1,1,1,3,2,6,3,1,1,1,1,1,1,4,4,2,33,8,52,2
1,1,1,2,3,3,1,2,10,9,2,2,2,4,3,3,4,3,3,2,2,2,1,1,1,2,2,2,3,3,3,1,4,2,3,3,1,1,3,2,2,3,3,3,3,7,7,5,4,6,3,2,3,2,2,3,3,2,2,2,2,3,4,2,2,7,4,3,4,2,20807,5,4,8,8,6,6,7,6,7,9,7,1,1,2,2,2,3,3,2,2,3,2,4,7,1,4,1,1,1,1,7,1,7,7,8,3,1,1,3,2,2,1,3,1,1,1,1,2,2,2,1954,63,1,1,1,4,2,3,2,2,1,1,1,0,0,4,2,2,52,10,83,6
1,1,2,3,1,4,2,3,8,7,2,1,2,5,1,2,2,5,5,3,2,2,1,2,2,3,2,2,4,4,4,4,4,3,1,4,2,3,3,1,3,1,1,1,2,6,4,5,5,6,2,2,3,2,1,3,2,3,3,3,3,2,2,2,3,6,4,2,4,1,20804,8,1,10,10,1,10,10,8,1,10,9,1,1,1,4,3,4,1,1,4,4,2,7,7,2,1,1,2,1,1,10,10,10,10,7,1,10,1,3,2,3,2,3,2,2,1,1,1,1,1,1963,54,1,1,1,2,4,3,2,6,3,2,1,1,1,6,2,1,53,8,53,9
1,2,1,3,1,3,1,2,10,8,1,2,3,3,3,3,1,4,4,3,2,4,1,1,1,2,2,2,1,4,4,4,4,3,4,2,1,2,2,1,2,1,3,3,3,7,5,1,4,1,2,2,4,4,2,2,2,3,3,2,3,2,4,2,1,10,2,3,1,1,20807,8,4,10,4,1,10,6,7,1,10,10,1,1,1,4,3,3,2,1,3,4,2,4,7,1,5,1,6,1,1,10,8,8,10,5,8,5,1,1,2,3,1,1,2,1,1,1,4,4,2,1946,71,1,1,1,3,2,3,2,3,2,5,3,3,2,4,4,0,11,6,13,2
1,1,2,3,2,3,1,2,9,6,1,1,2,4,3,3,4,3,4,1,1,2,1,1,1,2,2,1,3,3,3,2,2,3,1,1,2,2,1,3,2,2,3,1,3,8,8,2,1,2,2,1,3,3,1,2,2,3,3,2,2,2,3,1,2,8,2,2,4,1,20803,3,3,9,7,5,9,9,3,1,10,8,1,1,1,2,3,3,2,3,4,4,2,4,7,1,3,1,1,1,1,5,2,3,5,6,2,1,1,1,1,3,2,2,2,2,1,1,4,3,1,1943,74,2,1,1,3,2,2,1,2,1,1,1,1,1,4,4,2,34,7,31,5
1,1,1,3,4,1,2,2,10,8,1,1,2,5,3,3,5,1,1,1,1,3,1,2,1,1,1,1,1,4,4,2,4,2,1,2,1,2,1,2,3,1,3,1,2,7,5,10,1,1,1,1,3,3,1,1,2,3,3,1,3,1,1,1,1,10,4,4,4,1,20801,10,10,10,10,1,10,10,10,5,10,10,1,1,1,4,3,4,2,1,4,4,0,4,5,1,10,1,1,1,1,1,3,2,4,1,1,1,1,1,2,5,2,1,1,2,1,2,2,3,1,1944,73,2,3,1,3,2,6,3,0,0,0,1,3,2,4,0,1,23,9,0,0
1,1,2,1,1,3,1,1,8,8,1,1,2,5,2,4,1,5,3,4,4,3,1,1,1,2,2,2,3,4,4,4,4,3,1,4,2,3,3,3,1,1,1,1,3,4,3,5,5,3,2,2,2,1,1,1,1,1,1,1,2,3,3,1,1,9,4,4,4,1,20811,9,1,10,9,1,10,10,8,2,10,10,1,4,1,4,3,4,2,1,4,4,0,8,7,2,6,1,2,1,1,10,7,10,10,10,10,10,1,1,0,4,1,2,1,1,1,2,3,4,2,1973,44,2,1,1,2,4,8,3,8,3,7,3,7,3,1,1,1,23,2,23,10
1,1,1,2,3,2,2,1,9,8,1,1,2,4,3,3,2,4,4,2,2,2,1,1,1,2,2,2,2,3,3,3,3,1,3,1,2,2,1,3,2,1,3,2,2,9,7,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,9,4,4,4,1,20807,5,6,10,8,1,8,10,6,2,10,10,1,1,1,4,4,4,1,1,4,4,2,4,2,1,6,1,2,1,1,10,3,10,10,8,1,10,1,1,2,3,2,2,1,1,1,2,4,3,2,1946,71,1,3,1,1,1,3,2,0,0,1,1,1,1,4,0,2,42,8,0,5
2,1,1,2,3,4,1,1,10,10,1,1,2,5,2,5,2,5,4,1,2,2,1,1,1,1,1,1,3,3,3,2,3,1,3,3,4,2,1,1,2,1,3,2,3,4,10,1,1,1,3,3,3,4,3,2,2,3,3,2,3,2,2,2,2,7,3,2,4,2,20808,8,1,10,9,1,10,10,1,4,10,7,1,1,1,4,3,3,2,1,3,4,2,4,7,3,1,1,2,1,1,10,10,4,10,10,6,10,1,3,1,3,2,2,2,2,2,1,2,1,1,1971,46,1,1,1,4,4,3,2,6,3,2,1,3,2,3,1,0,11,0,24,10
1,1,1,3,2,4,2,2,7,7,1,2,2,5,1,2,2,4,3,2,2,2,1,2,1,2,2,2,2,2,3,3,3,1,3,4,1,2,2,1,4,1,3,3,2,5,7,4,6,5,3,2,2,2,3,3,3,2,2,3,3,2,2,2,2,6,3,3,4,2,20805,7,4,8,8,6,6,10,5,7,7,7,1,4,2,2,3,3,2,2,3,3,2,8,7,3,1,3,1,1,1,10,5,8,10,9,6,5,1,1,1,2,2,2,1,2,2,4,4,4,1,1999,18,1,6,2,0,2,2,1,0,0,3,2,3,2,0,0,0,0,6,0,0
1,1,1,2,1,3,2,1,8,9,1,2,2,5,2,4,2,2,4,3,1,2,1,2,2,2,2,2,2,3,3,4,4,1,3,4,1,2,3,1,2,1,2,3,3,7,8,3,3,2,2,1,3,2,2,2,2,3,3,2,3,3,2,2,2,8,4,2,3,2,20803,8,3,9,7,2,9,9,3,3,9,9,1,1,1,4,3,4,2,1,3,4,2,4,5,1,5,3,3,2,2,9,5,9,9,7,3,9,1,2,2,3,3,3,1,2,2,2,3,3,1,1974,43,1,1,1,2,4,5,3,6,3,3,2,1,1,1,1,2,52,3,75,10
2,1,1,2,1,2,2,2,7,7,1,1,2,5,2,4,4,5,4,2,2,2,2,3,1,1,1,2,2,3,3,3,3,3,1,2,4,3,1,3,2,1,2,2,2,4,4,5,7,4,3,2,3,2,3,4,3,3,3,4,3,2,3,2,3,8,4,2,3,1,20802,3,1,10,3,1,10,10,3,3,10,8,2,3,2,4,3,3,3,1,2,3,0,8,6,1,6,1,10,1,1,6,6,6,10,6,1,7,1,4,2,4,2,2,2,1,2,2,3,3,1,1994,23,2,6,1,0,1,3,2,0,0,5,3,0,1,2,0,2,51,1,0,1
1,1,1,2,4,3,1,2,10,10,2,2,2,4,3,3,2,4,5,2,1,1,1,1,1,2,1,1,4,3,3,1,3,3,4,1,4,2,3,3,2,1,3,3,3,5,7,1,1,1,2,2,2,1,1,1,1,3,3,2,2,2,3,2,2,10,4,4,4,1,20801,8,1,10,10,1,10,10,6,6,9,9,1,1,1,4,3,4,1,1,4,4,2,7,7,1,6,1,2,1,1,8,1,10,8,10,1,1,1,1,1,3,2,2,1,1,1,1,3,3,1,1940,77,1,1,1,2,2,3,2,3,2,1,1,1,1,4,4,1,83,8,43,5
1,2,1,3,3,4,1,1,7,10,1,1,2,5,2,4,1,5,4,2,1,2,1,1,1,1,1,1,4,4,4,3,4,1,3,1,4,2,3,2,3,2,2,3,3,7,9,2,1,2,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,8,4,2,4,1,20808,1,7,9,8,2,8,10,0,9,10,9,1,1,1,3,4,4,2,1,4,4,2,4,7,1,2,2,5,2,1,10,9,10,10,10,7,10,3,7,1,3,1,2,2,2,1,1,1,2,2,1962,55,1,1,1,2,2,5,3,7,3,6,3,7,3,1,1,2,33,1,24,10
1,1,1,1,1,1,2,3,10,7,1,3,2,5,2,4,2,4,4,3,1,2,1,1,1,2,1,1,3,3,4,3,3,1,3,2,1,2,3,1,3,1,2,2,2,8,7,4,2,3,1,1,3,1,1,2,2,1,1,2,2,2,2,2,1,10,3,3,3,1,20801,7,3,8,7,7,9,10,7,7,10,10,1,1,1,4,4,4,1,1,4,4,2,4,5,1,8,1,1,1,1,10,2,10,10,10,1,1,1,1,2,2,2,2,1,2,1,2,4,4,2,1970,47,1,1,1,1,3,3,2,3,2,6,3,6,3,4,1,0,0,1,72,6
1,1,1,3,2,3,2,1,10,9,1,1,2,5,1,2,2,3,2,3,1,3,1,2,2,2,1,1,2,4,4,3,4,3,1,2,4,3,3,1,3,3,3,3,3,4,5,3,5,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,9,3,2,4,1,20803,3,1,10,6,3,3,4,2,4,10,10,1,4,2,2,3,4,2,1,2,4,2,2,6,1,2,3,3,2,4,10,4,10,10,10,5,5,3,1,1,4,1,2,3,2,2,2,4,3,1,1997,20,1,6,1,0,3,6,3,0,0,6,3,6,3,2,0,2,51,4,0,1
